satellite_name,sensor_type,acquisition_date,latitude,longitude,pixel_size,ndvi,surface_temperature,reflectance_blue,reflectance_green,reflectance_red,reflectance_nir,chlorophyll_index,turbidity_index,cloud_coverage,quality_flag,lake_name,atmospheric_correction,radiometric_calibration,processing_level,data_center,download_timestamp,file_size_mb,compression_ratio
Sentinel-2A,OLI-2,2024-02-12,47.65879033545659,9.17578234183407,20.0,0.127994710867476,-7.179919646018466,0.04870247791968291,0.03794691716906733,0.03530014552295849,0.09446827371773636,3.027446264184885,1.7730305283743566,48.287749238212506,1,Bodensee,Partial,Legacy,L1C,EUMETSAT,2024-02-12 20:37:57.800352,74.68781786422781,0.8247446996035349
Sentinel-3B,OLI,2024-02-16,47.658923568726244,9.174446072009788,20.0,0.054646923907435495,-10.94047625874305,0.049760980225320696,0.055454278308915306,0.0490917910433675,0.06474470869599834,3.126388174234045,1.8298680440494017,69.72188507977059,1,Bodensee,None,Standard,L2A,ESA,2024-02-16 18:18:32.627063,372.55150476102597,0.7849133259617449
Sentinel-3A,MSI,2024-02-19,47.65879568944434,9.174751736296292,20.0,0.09858133810086811,-9.3918295188429,0.0524624299864886,0.054002142718495724,0.040166290561001516,0.07851745259615353,3.032976752118861,1.7720902119273425,70.62506976807306,1,Bodensee,Partial,Legacy,L3,EUMETSAT,2024-02-19 09:57:26.438170,447.7335328226977,0.7295507255485288
Landsat-9,OLCI,2024-02-21,47.65874169373718,9.174366030701638,20.0,0.1303872039121325,-10.850064731815767,0.049789801227067304,0.03578225748833573,0.047248249396153484,0.06694531283886629,2.8433254519335174,1.6572264949873934,52.68186855323651,1,Bodensee,Applied,Recent,L3,EUMETSAT,2024-02-21 08:47:08.972875,262.1615194414445,0.8236503247731073
Sentinel-3A,MSI,2024-02-25,47.65876656165529,9.174941961944711,30.0,0.15506123528913687,-11.61367687709022,0.03137165126921228,0.05064444067301217,0.042064763703600655,0.10026663083584397,2.5736691222435897,1.4934870188721616,67.33037337974764,1,Bodensee,Partial,Legacy,L2A,DLR,2024-02-25 04:00:02.711503,345.31982421655397,0.7876800532364048
Sentinel-3B,OLI,2024-02-29,47.65934273504385,9.175244314719409,20.0,0.07880126004598013,-9.448699769578198,0.04236133141010044,0.0598480977399218,0.049010519272864414,0.06395311517284566,2.880974837621741,1.6761992489486552,41.98555195812166,1,Bodensee,None,Legacy,L3,NASA,2024-02-29 09:19:12.173900,148.17558769657234,0.8964995605497941
Sentinel-3B,MSI,2024-03-02,47.65916160038041,9.174864847038918,30.0,0.12705818777591227,-9.909471135193478,0.043235670832755174,0.05426271847058124,0.0366740955232284,0.07244031418215677,3.094693009000963,1.8037000089118034,55.086716794907154,1,Bodensee,None,Legacy,L1C,DLR,2024-03-02 07:13:22.620969,486.13075822079924,0.8359428049244346
Landsat-9,MSI,2024-03-05,47.65853456398044,9.175211675560082,20.0,0.06579085307501319,-10.536478692541493,0.053680571245198636,0.03705854493741731,0.04540367738852421,0.09102317088879662,2.52459836727862,1.4606822934784922,77.81760241219901,1,Bodensee,Applied,Standard,L2A,DLR,2024-03-05 02:27:33.329825,169.64785060655606,0.8745270400572167
Sentinel-3B,OLI,2024-03-07,47.6595432167116,9.175405883682016,30.0,0.15422687903893817,-6.136166739324974,0.04282718721282735,0.03981469751602306,0.049569592174164415,0.07110448946362387,3.4236845803587035,1.999584030909614,73.06967107492576,1,Bodensee,Applied,Recent,L2A,NASA,2024-03-07 02:26:23.794398,304.1032379646234,0.7312891166788732
Sentinel-3B,MSI,2024-03-11,47.65846626169393,9.174825268360031,30.0,0.10523325297296454,-12.135275192438977,0.054206183373260476,0.0399705412314078,0.03578350083635555,0.09071165925221952,2.661480723114128,1.5413821315307774,50.63380149809706,1,Bodensee,Applied,Legacy,L1C,NASA,2024-03-11 19:08:44.815474,109.73959901043827,0.8018049454240596
Landsat-9,OLI-2,2024-03-16,47.65978816664232,9.175171483079213,10.0,0.07508520034829408,-8.042301861818784,0.05417690103775495,0.03533974742361275,0.03945550136213266,0.09380037453385466,3.08046711213533,1.792092761129633,58.39867347739668,1,Bodensee,Partial,Standard,L3,EUMETSAT,2024-03-16 22:52:30.604742,190.40135643725205,0.807944517798587
Landsat-8,MSI,2024-03-20,47.65906630430071,9.17560785393147,10.0,0.07544931962124032,-10.455901345842127,0.04616385299379329,0.053479978612519324,0.03570760928995271,0.0712915433314619,2.7210554726810936,1.576238584118215,54.24645173384044,1,Bodensee,Partial,Recent,L2A,ESA,2024-03-20 16:21:07.725238,360.825402196933,0.8210168377073922
Sentinel-3A,MSI,2024-03-22,47.65918240247915,9.17512793632834,20.0,0.08275163986000858,-8.593232612085583,0.03570026778413663,0.052229508936081435,0.03685951885069065,0.09635825215634086,2.4326440595078376,1.4032011589787814,77.00379385589557,1,Bodensee,None,Standard,L1C,ESA,2024-03-22 05:44:50.187845,388.75118356054503,0.8471640491882704
Sentinel-2A,OLCI,2024-03-24,47.65857667332488,9.175824551242624,30.0,0.16866228211006218,-16.32867945285673,0.043100254801230475,0.05201186906975478,0.0488881404408711,0.10323103674532313,3.3219083562405003,1.936844520958806,29.57028715332241,1,Bodensee,Applied,Standard,L3,DLR,2024-03-24 18:30:12.718442,346.60811704487406,0.7780362655165677
Sentinel-2B,OLCI,2024-03-27,47.65879784784296,9.175521838290816,10.0,0.12607170236621396,-10.652921118327944,0.05231678622809653,0.05316364432250215,0.035126908190770356,0.10982521648186352,2.642913269520412,1.5297157028337918,30.208291762210806,1,Bodensee,None,Standard,L1C,NASA,2024-03-27 04:35:54.607015,389.2642724984691,0.7516535362615964
Landsat-9,OLCI,2024-03-31,47.65912033843863,9.174891647195055,20.0,0.13953687433466327,-12.160329478585497,0.050455730285341026,0.05674759876810767,0.025589139379793558,0.0826650819662204,2.394795333473003,1.381464665338369,64.35061993586191,0,Bodensee,Applied,Standard,L1C,NASA,2024-03-31 07:17:38.205261,413.1317394326591,0.862956178419539
Landsat-8,MSI,2024-04-02,47.65894362987239,9.174760242658214,10.0,0.07165071194507253,-13.05213991490981,0.03786447651871266,0.04482915024377711,0.04128084043154813,0.1024512109554439,3.0595617684390133,1.7807459065436484,25.512311198205584,1,Bodensee,Applied,Standard,L3,NASA,2024-04-02 09:11:29.931452,438.20824379560923,0.88027368276621
Sentinel-3B,OLCI,2024-04-05,47.65876870824877,9.174635232810335,10.0,0.10770155417101641,-13.562765426539416,0.04998607573525957,0.05198156363051616,0.03306810066179315,0.0862012882561089,2.9027824702534315,1.6874484221172101,34.472191225455255,1,Bodensee,None,Recent,L1C,NASA,2024-04-05 16:49:32.450996,364.8585871972032,0.8858128545670477
Landsat-8,OLCI,2024-04-07,47.659045436106354,9.17505904739215,30.0,0.152800347348871,-14.099703614069591,0.046593048871979445,0.043183755732789306,0.030442993487331323,0.07392678330769842,2.6102961687589215,1.5125611662841076,68.49029637139577,0,Bodensee,None,Legacy,L1C,DLR,2024-04-07 02:23:57.877152,390.60760090935077,0.7744929049950842
Sentinel-2A,OLI,2024-04-11,47.658871092111276,9.175568946585535,20.0,0.092753613284599,-11.586168575715874,0.046462485232979925,0.057484913259432224,0.047640547929402005,0.07750480754159504,3.296342966964177,1.925613732425368,73.75695871358272,1,Bodensee,None,Legacy,L3,EUMETSAT,2024-04-11 09:43:51.400541,151.12206961979498,0.7541497075908705
Landsat-8,MSI,2024-04-14,47.659107512469014,9.175138604049062,20.0,0.11626027576735211,-11.747618910631925,0.0468118375813779,0.05506561524631766,0.03793034279157395,0.07887057092392999,1.9061139582513187,1.0927298349022043,63.98110513836735,0,Bodensee,Applied,Recent,L2A,DLR,2024-04-14 02:20:27.977981,245.8640066649549,0.8505941919715593
Sentinel-3A,OLI-2,2024-04-19,47.65953160290158,9.174327812230056,10.0,0.15381137375195994,-5.992401258898022,0.047387865123642375,0.03955688844097028,0.039657989123426426,0.060513436549908914,3.0880722422701323,1.8043366329149055,69.23383429656097,1,Bodensee,None,Recent,L3,NASA,2024-04-19 09:19:09.679734,71.46579020106806,0.8030109681986595
Sentinel-2A,OLCI,2024-04-22,47.65987515475024,9.174334080755031,10.0,0.14530649614366126,-10.929823465745292,0.04338657806207303,0.04548708360852337,0.03326512360374315,0.10377768013917801,3.158251771339528,1.8481026957825661,79.60139417176231,1,Bodensee,None,Recent,L1C,ESA,2024-04-22 04:01:35.437084,460.7911001246363,0.8039039460740629
Sentinel-2B,OLI,2024-04-26,47.6583181479641,9.174912515980504,20.0,0.12856214154096512,-10.90403016385808,0.04969156666402552,0.051258101161480656,0.02939016612132596,0.07326598794284858,3.1765347293296884,1.8615069534449447,68.91228408688814,1,Bodensee,Partial,Legacy,L1C,DLR,2024-04-26 07:42:02.912303,437.9503560258631,0.7577381442448543
Sentinel-3A,OLI,2024-05-01,47.65872158319284,9.174349484866825,20.0,0.13512339672983611,-7.996959358842006,0.030507768417450273,0.03971794977973426,0.02871123472220577,0.08880530808656908,3.1546185546550305,1.8517428833737817,68.23882707526207,0,Bodensee,None,Legacy,L1C,EUMETSAT,2024-05-01 01:22:10.149513,325.33749162501744,0.8639999774907251
Landsat-8,OLCI,2024-05-04,47.65952036147016,9.174198583812688,10.0,0.08953144306464009,-5.405394228027317,0.031534646367945424,0.035426331907406045,0.049891652534007236,0.08639214280445656,2.78741741487193,1.6336266880875383,61.77048678628957,1,Bodensee,Partial,Legacy,L3,EUMETSAT,2024-05-04 18:00:29.201832,152.9747997362805,0.8552129984285284
Sentinel-2B,OLI,2024-05-08,47.65816602648432,9.174489278527652,20.0,0.10559129077117844,-4.030612198183844,0.03466528069217478,0.052928432071628784,0.02982365425891695,0.08607828949247896,2.426089559000995,1.4199591212428222,22.128309341670246,1,Bodensee,None,Legacy,L3,DLR,2024-05-08 14:17:37.474602,306.7655652075054,0.8681155416716675
Sentinel-3A,MSI,2024-05-12,47.65876153302696,9.17485563710251,10.0,0.17325129473610917,-8.422313818345001,0.045213855484213805,0.046200781546291356,0.0393568462500835,0.06762855930373703,3.6205015093672945,2.139938732419538,41.02826864761409,1,Bodensee,Applied,Recent,L2A,NASA,2024-05-12 08:30:45.117220,118.10683499373029,0.7239650709762128
Landsat-9,OLI,2024-05-17,47.65941999650548,9.175979157879443,20.0,0.051444844918821134,-3.2304319821042213,0.049126194165108786,0.05441714059849391,0.0347261650679819,0.0890691886812279,3.2278463419261625,1.9087729192382366,55.22922305285165,1,Bodensee,Partial,Legacy,L1C,NASA,2024-05-17 23:40:03.332937,354.3832426940062,0.8108580156524263
Landsat-9,MSI,2024-05-22,47.65963691288286,9.173965285942575,30.0,0.12800213076002637,-1.9382666529483223,0.047753203608363784,0.04614340713411154,0.03276271095411588,0.06928554354902637,3.004223536877429,1.7792866498950934,68.55978169554692,1,Bodensee,Partial,Standard,L2A,NASA,2024-05-22 20:06:14.927788,119.73828230174492,0.8187825580873362
Sentinel-2B,OLCI,2024-05-26,47.659124091746165,9.175037210190945,20.0,0.1694725693459007,2.7109626433286302,0.046176689824345835,0.048976963435040925,0.04056791392373688,0.09893932776076295,3.841943078991685,2.285832334268868,59.5955299774499,1,Bodensee,None,Standard,L2A,ESA,2024-05-26 12:59:38.723603,252.52137376401944,0.8459020770155925
Sentinel-2B,OLCI,2024-05-29,47.65855033657408,9.176072703665081,10.0,0.07691771994559564,-1.0095274557771452,0.0330947101598565,0.05733587680288142,0.04862481821427319,0.07729697769385367,4.122675653319845,2.4572909110640606,58.26351120413239,1,Bodensee,None,Legacy,L2A,ESA,2024-05-29 06:20:04.312872,237.54874092384392,0.730184178042493
Sentinel-2A,MSI,2024-06-02,47.65914488017682,9.174612248616482,30.0,0.15655933382477472,2.004301077129938,0.04815395462229404,0.04114681109490167,0.040462062357035186,0.063336209981376,3.6899595812012342,2.201782758832601,4.407707296514571,1,Bodensee,Partial,Legacy,L1C,DLR,2024-06-02 10:58:45.317751,382.21016187429103,0.8612308083513094
Sentinel-2A,OLCI,2024-06-04,47.658483635413994,9.174943372325616,20.0,0.13906713705820606,0.5869357712177079,0.05329730429534346,0.03679381148198963,0.04228396429546992,0.09775267751761242,4.1801058674444995,2.4979669816475307,10.343619924416195,1,Bodensee,Partial,Legacy,L3,ESA,2024-06-04 14:42:25.298367,355.0777763707964,0.8141933055486128
Sentinel-2B,MSI,2024-06-07,47.65868825622694,9.175327645508784,20.0,0.1232474825767556,3.1508710309814036,0.05286339398318685,0.059970349109308256,0.03884343388692528,0.08232082619752877,3.694414856709609,2.209734705798701,34.232742618380726,1,Bodensee,None,Recent,L2A,ESA,2024-06-07 21:23:33.435456,106.22579232032444,0.8501656743949038
Landsat-9,OLCI,2024-06-12,47.658707123130476,9.175023263863173,20.0,0.14196700052393096,4.0470608501455825,0.037508012086420024,0.05484957497951107,0.036705294615985457,0.07523638906498956,4.615055370251273,2.76750229224436,36.91754620457865,1,Bodensee,Applied,Standard,L1C,ESA,2024-06-12 20:31:56.382153,99.77418039077291,0.7710988359484298
Sentinel-3B,OLI-2,2024-06-15,47.659635781386015,9.175379639639404,10.0,0.07364502441982292,4.87694423988505,0.05178776564609307,0.04209690933813424,0.034091544063352734,0.09104136715129298,4.307759243704826,2.5863881850231945,26.59649416941525,1,Bodensee,None,Recent,L2A,NASA,2024-06-15 16:19:43.390774,431.4320051051195,0.8880118660939409
Sentinel-3B,OLCI,2024-06-19,47.65860434178765,9.174785316022941,10.0,0.14702623996831604,6.4042209369286685,0.03413627550697777,0.044921186839249755,0.026621745505896764,0.10382737552723828,4.636874773327672,2.7882300945450917,25.463167845042065,1,Bodensee,Applied,Recent,L1C,NASA,2024-06-19 05:19:07.287206,171.34300196733807,0.8953701297617896
Landsat-8,MSI,2024-06-21,47.65960648410604,9.174858123460275,20.0,0.055743546539435654,9.323158385972903,0.04757194414362337,0.05248027502916515,0.04934090182872702,0.07739854852420047,3.5531712655653216,2.1401975287907042,36.468008276285616,1,Bodensee,Applied,Standard,L1C,EUMETSAT,2024-06-21 19:09:45.609601,373.591076544501,0.7776265099830528
Sentinel-3B,OLCI,2024-06-25,47.65922646417876,9.17444902097372,10.0,0.12326584726359359,8.808399466532164,0.035921230723295255,0.059827229921250884,0.030053685129028233,0.06174180558587912,3.9042215232063056,2.3552002751234853,14.328582044853677,1,Bodensee,Partial,Legacy,L1C,EUMETSAT,2024-06-25 07:13:27.417778,438.6342448393038,0.8598508751472915
Sentinel-2B,OLCI,2024-06-28,47.65909758249121,9.17461202984098,30.0,0.06851719164990408,9.539148512183365,0.04773975508910956,0.03696533376646033,0.03509724048996889,0.10721595763725764,4.045970220708665,2.443513062331603,26.034083246667134,1,Bodensee,Applied,Legacy,L1C,DLR,2024-06-28 01:21:05.908158,329.6031530080142,0.7655282086160613
Sentinel-3B,OLI-2,2024-06-30,47.659631268992655,9.174886102940853,10.0,0.13472372917353942,11.210692409720348,0.03681464870815221,0.05418540078838174,0.04963578850107622,0.07577437461307279,4.832035466836325,2.917315524071737,14.191045078236101,1,Bodensee,Partial,Standard,L2A,DLR,2024-06-30 23:50:26.561343,440.30292805673884,0.757324996974215
Landsat-9,OLCI,2024-07-02,47.65887803348484,9.173861829894552,10.0,0.08737208323541484,15.173510094807789,0.031063461787211387,0.043920800677798515,0.04746698331563601,0.07669098717811125,4.933408185893498,2.9802895577277426,38.109721341252325,1,Bodensee,None,Legacy,L2A,EUMETSAT,2024-07-02 11:32:50.572703,323.4071694707757,0.8677122093567363
Landsat-8,MSI,2024-07-06,47.659569707523495,9.174797289146301,20.0,0.14116813814080198,12.898834578452512,0.036909953425943866,0.036802912605307866,0.04018910822067486,0.06352390261488104,3.6790135361402587,2.231904660503324,7.221576855573835,1,Bodensee,Applied,Standard,L1C,EUMETSAT,2024-07-06 18:22:26.780076,52.031729873986166,0.8741716871857707
Landsat-9,MSI,2024-07-10,47.65908137922581,9.174048933810623,10.0,0.1403733659515877,16.755849020993573,0.036364525289626234,0.04611214121263105,0.04784621649149297,0.08567656904146691,4.7558097812333955,2.882152325154224,1.67841802624074,1,Bodensee,Applied,Legacy,L3,DLR,2024-07-10 19:29:03.489453,243.2145753464728,0.7265075187060642
Sentinel-2A,MSI,2024-07-15,47.659639033516115,9.17529629206914,20.0,0.11497152547029174,13.489339256498472,0.03387435643733233,0.03700549496885176,0.027947045786023014,0.06049447601856827,4.451477401459856,2.7046199540020575,16.83315082722229,1,Bodensee,None,Legacy,L2A,EUMETSAT,2024-07-15 22:23:06.437398,221.62756553321248,0.7146120405189128
Landsat-9,MSI,2024-07-19,47.658839264178006,9.174987256751,30.0,0.1558906441296526,17.796525863941557,0.030693568871721026,0.036177566774439944,0.04095638765368052,0.07672422231042496,4.843100267117292,2.9435076325017397,29.34395644237298,1,Bodensee,Applied,Legacy,L2A,EUMETSAT,2024-07-19 18:46:22.095420,147.51762405955918,0.8221879726747459
Landsat-9,OLCI,2024-07-21,47.65886356691943,9.17440251712101,30.0,0.0926377564346022,19.91952169582825,0.049565850123214183,0.052602996825934736,0.04505892583329252,0.09425527142814294,4.952367194901433,3.010971788969854,5.4470034919142485,1,Bodensee,Partial,Recent,L3,ESA,2024-07-21 02:38:42.000810,298.0973676701473,0.7040946102303741
Sentinel-2A,MSI,2024-07-26,47.65827658586803,9.17424740571644,10.0,0.06340917751250295,17.08272592414164,0.05401246801533209,0.050548758334489706,0.026408903756790558,0.06958347107316286,5.33653959017158,3.2460626514946105,33.95682857925869,1,Bodensee,Applied,Recent,L2A,ESA,2024-07-26 07:16:56.086674,367.0268205669854,0.7937935573293684
Sentinel-2B,OLCI,2024-07-28,47.659353060915755,9.175112439360454,30.0,0.1392205706691907,23.37154701424971,0.04442268869380341,0.048683764647570654,0.03011459019783117,0.07027831114021865,4.253815325501286,2.5981883242400943,17.385378207120258,1,Bodensee,Partial,Recent,L3,ESA,2024-07-28 09:36:06.011986,99.32805464538333,0.7544385528411133
Landsat-8,OLI-2,2024-08-01,47.65853969835304,9.175239858952189,10.0,0.17036209114570955,20.112828615041046,0.037823003775074,0.04306341607052079,0.03954259013631386,0.09395509864948462,4.917880918772825,3.0000085129839036,2.3601090617353826,1,Bodensee,Applied,Recent,L3,NASA,2024-08-01 10:17:54.891081,476.4748720082126,0.8793382300228183
Sentinel-2A,OLCI,2024-08-06,47.65955427490492,9.175006266838805,10.0,0.05255706824290407,21.22061628502257,0.04344112905891942,0.04572739091023654,0.03318409052795136,0.08171377645015028,5.732081349664267,3.492472570634181,36.042968147998806,1,Bodensee,None,Recent,L1C,NASA,2024-08-06 18:37:11.553361,491.1683745568983,0.8302948498274657
Sentinel-3A,OLI-2,2024-08-09,47.65952128148316,9.175591737967855,10.0,0.16054974327024463,24.80868310235239,0.0449977711135643,0.049841799739932496,0.03998739823384507,0.08908349601671084,5.125330632316448,3.1306266288091056,10.276176422143934,1,Bodensee,Partial,Recent,L3,DLR,2024-08-09 03:18:38.509361,389.15298893644183,0.8799163787589463
Sentinel-2B,MSI,2024-08-14,47.658331319773886,9.17462996100669,30.0,0.15772687473380376,24.964850565385692,0.037373528355415034,0.057494098250222,0.0348280896358313,0.09333481934860428,4.991420055024405,3.0536659171675113,4.876628199491946,1,Bodensee,None,Standard,L2A,EUMETSAT,2024-08-14 12:49:43.980523,118.07027474393665,0.8359704953333
Sentinel-3B,MSI,2024-08-16,47.65961493742465,9.175661512748425,20.0,0.061160725947553014,18.595787655594382,0.03077049058318681,0.04877771444744921,0.025863017989553757,0.08654837986224452,5.473816939436615,3.3443526154988352,22.571951863670428,1,Bodensee,Applied,Recent,L2A,ESA,2024-08-16 16:32:44.057600,120.51743529175683,0.8652598386059235
Sentinel-3A,OLI-2,2024-08-20,47.65883712863915,9.176427763426002,10.0,0.064212327582008,25.73868685506448,0.05260823959312151,0.0392916362881197,0.02520992977290437,0.0632184015111792,5.189867639395209,3.176290807797928,7.8161839098347,1,Bodensee,None,Recent,L3,ESA,2024-08-20 13:40:13.687609,146.504306960623,0.8892809149557794
Landsat-8,OLI-2,2024-08-23,47.65929489392442,9.174939173075263,10.0,0.06768193033183931,28.828408072496757,0.03000459062594491,0.05986445039169176,0.028179556376271273,0.07197559350098526,5.697514062851413,3.4824384513456748,25.272528836769954,1,Bodensee,Partial,Standard,L3,DLR,2024-08-23 14:00:32.635947,488.1989562172037,0.7572180632275903
Sentinel-3B,MSI,2024-08-28,47.659340151456654,9.17530476075383,30.0,0.09584669393794469,26.229630491737435,0.03368045099553591,0.05909829010611663,0.039004257970675145,0.10538411236064787,6.030208858999688,3.6843169664754507,16.046214089734097,1,Bodensee,None,Recent,L3,ESA,2024-08-28 03:09:28.582859,427.0812592055977,0.8351325956275222
Landsat-9,OLCI,2024-08-31,47.65901183811677,9.17501040878404,10.0,0.07437639660183945,29.5133587062818,0.03594266621214806,0.03717774731911585,0.04826449796130801,0.08963747090941268,5.755212422514918,3.5204673837493177,19.672591409263664,1,Bodensee,None,Standard,L2A,EUMETSAT,2024-08-31 10:18:17.692372,294.0055042519102,0.7620289087147594
Landsat-9,OLCI,2024-09-03,47.65916226523933,9.174925182736942,20.0,0.060637061041392354,23.577371066733914,0.03334805209292207,0.05778531811348822,0.04297225646598973,0.07156877450400033,5.449702216622151,3.3381491842275692,37.431428037459625,1,Bodensee,None,Standard,L1C,DLR,2024-09-03 19:41:45.546991,258.26636290935966,0.7820908417624158
Landsat-8,MSI,2024-09-05,47.65863111187759,9.17479250576301,10.0,0.09050594188379014,26.301390315745888,0.0367450210381011,0.04705410084346551,0.04915900143769615,0.08763257812398684,5.625404712238077,3.444138892772602,34.09472652974961,1,Bodensee,Applied,Standard,L2A,NASA,2024-09-05 11:08:27.884143,413.39396222764907,0.8522556719242304
Landsat-8,OLI-2,2024-09-10,47.6588967362407,9.17513387476854,30.0,0.11749250731550694,23.118680826873756,0.047575462150237044,0.05970654537531156,0.04281013215441931,0.1074586904719427,5.954111587562033,3.6424623770734774,66.86170327026029,1,Bodensee,Applied,Recent,L3,ESA,2024-09-10 05:57:43.927918,453.6484438861134,0.8132138444022505
Landsat-9,OLCI,2024-09-15,47.65848821052449,9.174388827440506,20.0,0.06639568769123819,28.303517064554896,0.031024350874293095,0.05448930949178295,0.02539600973335126,0.0782303364108328,5.129475429859377,3.148315126205305,44.83263131349831,1,Bodensee,None,Standard,L2A,DLR,2024-09-15 02:45:43.297909,300.3102878412441,0.8481359450118159
Sentinel-2A,OLI,2024-09-20,47.65879131566196,9.174976196122067,10.0,0.1666055658233857,29.49782075697024,0.04178482024486211,0.05442399219118439,0.03037812130425859,0.08930900415085055,5.5754622284920075,3.416072036585646,49.73168204483872,1,Bodensee,Applied,Legacy,L1C,EUMETSAT,2024-09-20 23:51:31.910896,135.67562075475323,0.7452726624924499
Sentinel-2B,OLCI,2024-09-22,47.65943901725536,9.175014368921154,20.0,0.12134872503285643,29.408486021579115,0.04319831218266318,0.05627240805650788,0.038938112083763195,0.10893099357270739,4.966434865239535,3.0505896690549292,34.802971808963534,1,Bodensee,None,Recent,L1C,EUMETSAT,2024-09-22 18:51:40.433546,314.4344061030061,0.7246573938958352
Sentinel-3B,OLCI,2024-09-26,47.65810947866734,9.175936181408767,30.0,0.09218424898194419,26.423135623544656,0.0371630281590243,0.036718507643375566,0.03467168427200033,0.08332990450286223,5.591344946570822,3.4251781035559015,35.6170109297559,1,Bodensee,Applied,Legacy,L3,NASA,2024-09-26 19:07:55.497734,256.6342447619462,0.7751084707924891
Sentinel-2A,OLI-2,2024-10-01,47.657821098558564,9.175463634403513,30.0,0.14039697189733819,29.551211177158173,0.03021132575142672,0.05060262478417611,0.048437829128725705,0.06354435862762792,5.280329772609157,3.2377012943541477,73.3036992049211,1,Bodensee,Applied,Legacy,L2A,EUMETSAT,2024-10-01 12:57:13.654564,285.86690764406814,0.8884418633169595
