satellite_name,sensor_type,acquisition_date,latitude,longitude,pixel_size,ndvi,surface_temperature,reflectance_blue,reflectance_green,reflectance_red,reflectance_nir,chlorophyll_index,turbidity_index,cloud_coverage,quality_flag,lake_name,atmospheric_correction,radiometric_calibration,processing_level,data_center,download_timestamp,file_size_mb,compression_ratio
Sentinel-2A,OLCI,2025-02-06,47.65962544435785,9.175125492976488,20.0,0.11691921458410492,-5.850885777834688,0.04199583063030794,0.03800683530432124,0.02773658175150541,0.07692760827571918,3.350847866689084,1.972452257774872,43.823701645631424,1,Bodensee,Applied,Standard,L3,NASA,2025-02-06 14:42:12.322748,323.49728939946385,0.8607542672777306
Landsat-8,MSI,2025-02-09,47.6590405131207,9.175375404290628,30.0,0.17748143257565968,-8.75149618759953,0.04391299046712348,0.0504360495115927,0.04581834838635945,0.09874893911127802,3.3780994496294623,1.986588854252687,35.30067950210357,1,Bodensee,Partial,Recent,L3,NASA,2025-02-09 01:23:13.230969,253.63159492767033,0.8041385707632224
Landsat-9,OLI-2,2025-02-13,47.65931367021767,9.174819432048398,10.0,0.12717578992107792,-9.435725295901689,0.0373578140179258,0.038436658704542166,0.04009108814556564,0.06523488968209318,2.9311402170595944,1.7156661736980554,27.717125171552713,1,Bodensee,None,Legacy,L1C,ESA,2025-02-13 09:28:54.877947,194.40383514700528,0.7035390142813296
Landsat-9,OLI,2025-02-15,47.658722257706394,9.175231161114652,10.0,0.14824325075938283,-12.200395342127742,0.051660432551666816,0.0456926547484406,0.039635131405280515,0.07918069502709346,3.6217459035865573,2.128747696334242,38.5191792483004,1,Bodensee,Applied,Recent,L3,ESA,2025-02-15 11:25:46.397759,163.01486653764255,0.8920135152538591
Sentinel-3B,OLCI,2025-02-18,47.65869841720317,9.174715833085285,30.0,0.05194224418813203,-9.400833298088996,0.054209423281763924,0.05870789661983761,0.036363586048430645,0.10936144574137449,2.998057030059425,1.7527304380867912,46.66637514701336,1,Bodensee,None,Legacy,L1C,DLR,2025-02-18 23:25:14.696200,394.37270377964325,0.8957629839624993
Sentinel-3A,MSI,2025-02-20,47.658969527765265,9.174674238798378,20.0,0.17561344077640995,-12.88595597919776,0.031062840507754687,0.05012202627467931,0.033494970462321055,0.07456952432584209,3.1395570464140503,1.8365091702916791,43.533642767047894,1,Bodensee,Partial,Recent,L3,EUMETSAT,2025-02-20 16:01:25.344526,377.12237132509273,0.817512138609713
Sentinel-2B,MSI,2025-02-24,47.65870139056378,9.175111090208071,10.0,0.10392712246679547,-8.78015911271057,0.04697677731679152,0.049646200605693885,0.03383647305824107,0.06054837401776065,2.611202712480518,1.5174551782383692,63.35840032240547,1,Bodensee,Partial,Legacy,L2A,ESA,2025-02-24 17:25:20.266897,142.0119318617324,0.8518722323551453
Sentinel-3B,OLCI,2025-02-26,47.6590737939018,9.174799783059877,10.0,0.1529226205215433,-6.335524023202583,0.03763958015141756,0.04498774071232101,0.03036079144479501,0.08739935536191754,2.638780388156581,1.5330840890131179,41.396289162552335,1,Bodensee,Partial,Legacy,L3,DLR,2025-02-26 06:20:57.043773,468.4117651198967,0.7346352424483327
Sentinel-2A,OLCI,2025-02-28,47.65880213622621,9.175390951327536,30.0,0.17699632333617804,-11.45285579716775,0.0354760009942542,0.04864187276516799,0.043581310252885794,0.07815212288034656,3.3472061524084156,1.9572919978930998,62.45776308781497,1,Bodensee,Partial,Recent,L3,DLR,2025-02-28 19:10:45.804385,87.20320509406301,0.836822303592096
Sentinel-3A,OLCI,2025-03-05,47.659281912998495,9.1750407908329,20.0,0.11654091827251864,-12.429784976246328,0.05063569230027012,0.05571097154046119,0.02993204638116663,0.07003186391552317,3.3884441873735547,1.9802292132284522,45.28876180146718,1,Bodensee,None,Recent,L2A,ESA,2025-03-05 12:18:38.693038,333.0376941795405,0.8345473084007475
Sentinel-3A,MSI,2025-03-10,47.65882957076267,9.174459438437824,20.0,0.07058399380657397,-13.882380954746186,0.04332825336822983,0.05209026553210949,0.0384679895794708,0.08832772500320918,2.661561018328563,1.5427515278860038,63.98710996110327,1,Bodensee,Applied,Recent,L2A,EUMETSAT,2025-03-10 03:56:26.842357,198.39210388830432,0.7395560824807332
Sentinel-3B,OLCI,2025-03-12,47.65875005749092,9.174689979885244,20.0,0.09697373913209348,-11.246372351211381,0.0461242865916823,0.04375519523761297,0.04250814994802542,0.07657791193298308,2.23809814240346,1.288265229769409,54.08472966059774,1,Bodensee,None,Legacy,L2A,DLR,2025-03-12 01:28:24.810985,239.50220925620073,0.8179405034013004
Sentinel-2B,OLCI,2025-03-17,47.65925767540465,9.174667803287205,20.0,0.1677523619873551,-12.738564221822335,0.052088395911147,0.05560613320238779,0.026104134670769205,0.06923635276689552,3.273885748842151,1.9090469501421468,75.49940009348012,1,Bodensee,None,Recent,L3,DLR,2025-03-17 22:12:37.281947,469.7871598183149,0.8317211714427819
Landsat-9,OLCI,2025-03-22,47.65922010257161,9.174550873117767,10.0,0.15513650438247625,-11.310018044080753,0.043461438084477014,0.04245936291874593,0.02727414695826784,0.06836563018658959,2.292766057933959,1.3201602320473913,27.76789582511914,1,Bodensee,None,Recent,L3,EUMETSAT,2025-03-22 23:02:40.096796,269.6913581242197,0.7684653740635942
Landsat-9,OLI,2025-03-27,47.65925060564592,9.174555254525911,30.0,0.13344483486418057,-11.21029711766275,0.047731284760100724,0.04724099025925283,0.04920000083690075,0.08171685917166345,2.1819881701656842,1.2539561268479178,58.794120865673726,1,Bodensee,None,Standard,L1C,DLR,2025-03-27 05:12:31.491926,452.3613015240958,0.8668669587337119
Landsat-8,OLI,2025-04-01,47.65919238100064,9.175158073547715,30.0,0.15763846146882995,-11.185165703005588,0.030589795192070366,0.04072863370563803,0.03691026985254613,0.09269313864392273,2.915651350779815,1.694892249287379,79.39640582042344,1,Bodensee,None,Standard,L3,DLR,2025-04-01 19:14:50.630917,244.1788545589117,0.8784596159903163
Sentinel-3A,OLCI,2025-04-04,47.6595406743516,9.173952637344941,10.0,0.11045322676282998,-13.060308945663564,0.0383666378616223,0.03551688890213556,0.04065235470779931,0.10576146435884261,3.0378997101589436,1.768910346736745,32.75768819262851,1,Bodensee,None,Standard,L1C,NASA,2025-04-04 21:23:29.179816,437.1263344484086,0.8445243814366964
Sentinel-2A,OLI,2025-04-06,47.65970576613541,9.17559991729344,10.0,0.15736549173078232,-9.387070831896423,0.04893783632403304,0.040384148193694576,0.030371665463905836,0.07059610345361585,2.1604952106504145,1.243006900411511,38.418217868421124,1,Bodensee,Partial,Recent,L1C,EUMETSAT,2025-04-06 22:18:45.504066,122.37822186456467,0.8552516314377964
Sentinel-3A,OLI,2025-04-10,47.65839956014179,9.174859755322114,10.0,0.1638599416447799,-11.63170442329077,0.036879731446766734,0.0447814601863839,0.02923246133521671,0.09683081298681942,2.367789373851842,1.3686826573220545,30.485388273262878,1,Bodensee,Applied,Recent,L3,ESA,2025-04-10 01:33:06.319640,55.732686273541276,0.8119785333290724
Sentinel-3B,OLCI,2025-04-15,47.65774814839881,9.174873587702512,30.0,0.13365990009210188,-14.403648161180755,0.03996779982567039,0.0493482315078423,0.041783183706205554,0.08450436644381878,2.676461077531102,1.555915391280707,46.45724794945459,0,Bodensee,None,Recent,L1C,DLR,2025-04-15 14:45:38.964545,263.85236607144714,0.7631429101392795
Sentinel-2B,OLCI,2025-04-17,47.65836876838516,9.175321643511852,20.0,0.168086029704773,-10.531274105127775,0.049893258422282975,0.05822667573936495,0.03154723986075401,0.07209827581889384,2.8951813843635423,1.6880826395255557,62.648345694156475,1,Bodensee,None,Standard,L3,ESA,2025-04-17 05:32:07.685764,108.6579711813097,0.7673389384899836
Sentinel-2A,OLCI,2025-04-22,47.65849042489965,9.174823498173003,30.0,0.16926178625357252,-11.131817824222667,0.04282297840648937,0.04175097882349308,0.042096997300905076,0.09937421295526419,3.1170532288265065,1.8238416619871147,69.72055819151782,1,Bodensee,None,Standard,L1C,NASA,2025-04-22 12:28:13.070979,463.672062602317,0.7525885707087543
Sentinel-2B,MSI,2025-04-24,47.658161265222375,9.17568724278333,30.0,0.071655109756315,-8.295177668362813,0.04261184955328461,0.044137990540191185,0.046864986081072285,0.09855001058364662,2.7880292498343944,1.6275976627372128,34.25470762093639,1,Bodensee,Partial,Legacy,L1C,ESA,2025-04-24 04:39:15.448511,433.057654986316,0.7519326827247744
Sentinel-2A,MSI,2025-04-26,47.65915931933967,9.175607870214934,30.0,0.09844733883892079,-3.2370634570407812,0.03266983898954027,0.057297755307916746,0.030077826788673007,0.08990716706056334,2.9380587056722947,1.7188499857153712,20.263493125748255,1,Bodensee,Applied,Legacy,L3,EUMETSAT,2025-04-26 20:22:57.186043,353.86259539350743,0.8706275810356547
Sentinel-2A,OLCI,2025-04-29,47.65836136539245,9.175344863583387,10.0,0.0595526930301714,-5.258879675865719,0.05250410910738165,0.03654283127616361,0.03821526548410422,0.1030943027095112,2.7822571654022785,1.6273383043805552,20.579311798344758,1,Bodensee,Partial,Legacy,L3,DLR,2025-04-29 02:39:12.791798,231.18000980595224,0.8401275793146976
Landsat-9,MSI,2025-05-03,47.65900209114683,9.174726124629563,30.0,0.11921143222035012,-3.969843798835111,0.04685519650374523,0.05737751044737843,0.042540327442620735,0.07530264162031004,2.65140080335082,1.5516607823540642,79.44895124675162,1,Bodensee,Partial,Legacy,L2A,EUMETSAT,2025-05-03 18:55:21.062757,294.91181579696456,0.7275577187681186
Landsat-9,OLCI,2025-05-05,47.65908935414775,9.175877442494535,20.0,0.1558915416522814,-4.042836948847524,0.036726870765838804,0.037784710711805766,0.025081442428049622,0.08549321397482249,3.7071745658433004,2.186629699035894,54.18058661390746,1,Bodensee,Partial,Recent,L1C,DLR,2025-05-05 02:28:46.761140,446.42959467530954,0.7624522692826166
Sentinel-2A,OLCI,2025-05-09,47.658960152221546,9.174514022742876,10.0,0.15178874804482095,-7.166799307878565,0.046509110645941584,0.055655871814459565,0.02694268413631871,0.10486521330619575,3.078415522146128,1.8125476998729522,69.07228102406259,1,Bodensee,Applied,Standard,L2A,EUMETSAT,2025-05-09 06:39:23.653483,429.0279629663125,0.8139576169708478
Sentinel-3B,OLI-2,2025-05-14,47.65874239415514,9.175479429472588,20.0,0.08005428377304298,-3.131958396281365,0.04558166756654284,0.041755861176802536,0.025481630503871127,0.108970231593846,3.7801961115834932,2.2378709088276705,31.92512712403701,1,Bodensee,Applied,Standard,L3,ESA,2025-05-14 02:56:52.099431,208.01167946332114,0.7810424630345739
Sentinel-3A,OLCI,2025-05-18,47.65894915399062,9.173454438643187,10.0,0.08491762851574554,-7.179641590817605,0.054376281676073404,0.03695397870210644,0.048860662448601336,0.06504374029963281,3.399633720841656,2.013148154805682,68.00755616610256,1,Bodensee,None,Legacy,L1C,EUMETSAT,2025-05-18 23:11:14.883903,197.1977330315051,0.8068261708695776
Landsat-9,OLI-2,2025-05-21,47.66020971883215,9.174136382664699,30.0,0.14280543405353252,-5.893151794609333,0.03609833761374193,0.044539533714406714,0.046847930574794756,0.07897765211110239,3.0497182206574918,1.8060216565160343,63.080896248863056,1,Bodensee,Partial,Recent,L2A,EUMETSAT,2025-05-21 22:57:09.072594,296.298049024521,0.7293953538080908
Landsat-9,OLI,2025-05-24,47.65842368679643,9.174827937728605,30.0,0.05015271424089516,-1.27396161604958,0.03920260361131565,0.05249868992886125,0.029366785341539022,0.08794119546335408,2.8567112265482,1.6931277434556864,70.26971092135796,1,Bodensee,Applied,Standard,L3,NASA,2025-05-24 10:47:00.418214,424.2927418046085,0.8579095845938941
Sentinel-3A,OLCI,2025-05-27,47.65899160500622,9.174783064572852,30.0,0.1591489966913204,2.0622148902089776,0.03091106390131642,0.04050866153560596,0.04585234547624291,0.1013297006993969,2.754488868403826,1.6347843336738008,45.43442214909942,1,Bodensee,Applied,Standard,L1C,EUMETSAT,2025-05-27 16:08:01.627397,295.02193341514237,0.7191250680313094
Sentinel-2B,OLI,2025-05-29,47.658636770911535,9.175373673821468,10.0,0.08819471539096192,-1.4130860569634986,0.047953373586768086,0.04098699278763313,0.026045232460745204,0.101680331530901,3.6670533209286478,2.1843567028544757,51.39287383750188,1,Bodensee,Partial,Standard,L1C,DLR,2025-05-29 12:48:16.470769,78.4032700621703,0.865420930729483
Landsat-8,OLI,2025-06-03,47.65884005035176,9.175118940663184,30.0,0.11266500964802294,5.713816569088933,0.04816958321503942,0.055838873993816394,0.048588392993408745,0.07543238718273026,3.643836918533202,2.175634732129591,12.212243777502696,1,Bodensee,Partial,Recent,L1C,ESA,2025-06-03 18:01:58.260763,239.5839174130953,0.7721548316379521
Sentinel-3A,OLI,2025-06-06,47.65865504648156,9.174131179695177,10.0,0.11696109221148797,5.353999026340094,0.0304460581300363,0.046598257710999645,0.04881872908604993,0.0824347189302417,3.6258611748067677,2.168046417349067,2.282756848791778,1,Bodensee,None,Legacy,L1C,DLR,2025-06-06 04:44:48.293167,72.41768788305205,0.7553081442972245
Sentinel-3B,MSI,2025-06-11,47.65849590493932,9.175898554492061,20.0,0.06327219298037634,4.5718198696374825,0.030716812715827956,0.05777188976433596,0.02915314038614239,0.07141876879770358,3.97126252171465,2.3807091052290845,9.323101186547289,1,Bodensee,Partial,Recent,L1C,DLR,2025-06-11 15:16:30.466754,181.82055294331025,0.8377465189553662
Landsat-8,OLI,2025-06-15,47.65948877106009,9.175916871332765,10.0,0.07903051406562266,8.193382490147654,0.04993197951954414,0.04703069406553078,0.03536008482782983,0.08556603477926998,4.299890434207061,2.582284201038877,28.397161001746852,1,Bodensee,Applied,Legacy,L1C,NASA,2025-06-15 14:37:48.069943,410.9163082192364,0.7460133044513463
Sentinel-3A,OLI,2025-06-17,47.65904726801288,9.176407743221874,30.0,0.13669351453260314,6.887214681835655,0.034650186083566376,0.05172055656664058,0.029924228482139964,0.08642847292419045,3.951473818002491,2.3754465342727453,13.783623899252074,1,Bodensee,Partial,Standard,L1C,NASA,2025-06-17 06:15:39.803408,174.81775197636654,0.865304474902584
Sentinel-3A,OLCI,2025-06-19,47.65867469818354,9.176218833814335,10.0,0.1572160016673125,4.626546489195494,0.033739797473185014,0.04266449623887938,0.02516089469726778,0.10396961124647339,4.555594617841825,2.740136576755428,27.518877289859248,1,Bodensee,None,Legacy,L3,DLR,2025-06-19 11:09:26.037539,458.27899487310486,0.7938324655682099
Sentinel-3A,OLI,2025-06-23,47.65942695235191,9.174676711129075,20.0,0.1505412524358346,8.102781505788537,0.04034003096113201,0.04365764329270936,0.03220398578854353,0.07329277318720763,4.697810578604397,2.829906541112306,20.091459727376435,1,Bodensee,Partial,Standard,L1C,DLR,2025-06-23 13:36:39.164343,311.33175813268673,0.8413156706004237
Sentinel-3B,OLCI,2025-06-27,47.659028066079564,9.174889521108371,30.0,0.07903882944082631,11.23334029811182,0.04354215479214889,0.0360449785086809,0.044207444915116835,0.06523427018413104,4.449407699360224,2.6852946791014944,6.416169849979081,1,Bodensee,None,Recent,L1C,DLR,2025-06-27 11:59:21.053859,323.9458018893887,0.7863290934470449
Landsat-9,OLCI,2025-06-29,47.65926751764969,9.174698045875463,20.0,0.054522708440340226,9.910917618903827,0.03338532630926091,0.05126325796847223,0.03222183848209843,0.07117489855628682,3.4738262104696305,2.1021502070830835,28.003958609364172,1,Bodensee,Applied,Standard,L1C,NASA,2025-06-29 16:02:03.994914,281.345571784235,0.728171946804762
Sentinel-2A,OLI,2025-07-03,47.65833719638737,9.175217981399088,20.0,0.12383095128199692,8.191698076906068,0.041205025662199364,0.045797517443427666,0.04551142180136346,0.10902503613658832,4.06977658627105,2.4640951920041565,29.20268187818724,1,Bodensee,Partial,Standard,L3,EUMETSAT,2025-07-03 09:31:47.359901,184.3373387370114,0.7278263890336538
Sentinel-2B,OLCI,2025-07-05,47.65907083719061,9.175320810142388,30.0,0.06845194599851348,14.79807828212031,0.03964283851743909,0.04129238886360468,0.04466506842468746,0.06765600568247665,4.257056130888357,2.5786280719403982,14.640392326032053,1,Bodensee,Applied,Standard,L1C,DLR,2025-07-05 22:54:41.966040,358.46534462235496,0.7879931764345371
Landsat-9,MSI,2025-07-08,47.65933820050482,9.175186535698497,20.0,0.07093470453527623,15.28582428962489,0.04640448839516435,0.05483602870606483,0.04085686814574484,0.08499240969621086,5.220642215439407,3.159992446184444,21.81874846217926,1,Bodensee,Applied,Legacy,L3,ESA,2025-07-08 15:35:29.843018,463.69784203976326,0.7661787455204743
Landsat-9,OLCI,2025-07-10,47.6582888861806,9.175086211606532,30.0,0.16221024783743598,19.26898681494305,0.03695210741675446,0.04976946226085961,0.037067634011942324,0.07104267792247812,4.870741867508767,2.952167013684418,22.131623762682914,1,Bodensee,None,Recent,L2A,NASA,2025-07-10 04:17:19.960071,155.7684666401248,0.8266413877463803
Sentinel-2B,OLI,2025-07-13,47.65949899951173,9.175571668568066,30.0,0.11412951415021777,15.894487435133504,0.03947136479437774,0.059057365151209025,0.04929110191067252,0.10325577131447758,4.8565245041386484,2.946761935499638,7.7539084421254545,1,Bodensee,Partial,Legacy,L2A,EUMETSAT,2025-07-13 16:12:47.983215,84.4158328020159,0.8962105265394837
Sentinel-3B,OLCI,2025-07-16,47.6589609569187,9.175412000177577,20.0,0.06907231983938651,18.443429824181347,0.04340053806081395,0.04230486659054263,0.044629725558965626,0.08726854924109688,4.7197649719789805,2.867767970555883,3.2613869873776347,1,Bodensee,Applied,Legacy,L1C,EUMETSAT,2025-07-16 14:10:25.528352,168.8401274273544,0.7580624668060943
Landsat-8,OLI,2025-07-19,47.658500945860254,9.17496599324189,20.0,0.14222953794811996,20.639476925793346,0.034752007739697124,0.051761158024281245,0.03412690142702806,0.10590629241275537,4.7185308764508385,2.870017518343737,33.70092175880193,1,Bodensee,Applied,Recent,L3,NASA,2025-07-19 20:14:19.482851,258.2531912512753,0.7681984241556624
Sentinel-3B,MSI,2025-07-23,47.65941837481447,9.174356899086725,30.0,0.08711546061426176,17.484658357533824,0.038609527561854866,0.03866879208071315,0.030397469652520312,0.09579267970771094,4.411268527736165,2.6895214233167772,11.179105531625249,1,Bodensee,Applied,Standard,L2A,EUMETSAT,2025-07-23 23:05:12.791558,59.05995351479227,0.8896593658361698
Sentinel-2B,OLI,2025-07-27,47.65974594997287,9.175439551462098,30.0,0.09334428896095928,17.069022032794358,0.045121341366559105,0.05669956565232809,0.03322185282893555,0.06913188414419627,5.2407204672617835,3.190893897994841,27.02198335943305,1,Bodensee,Partial,Legacy,L1C,NASA,2025-07-27 19:22:11.007312,318.7896096940975,0.7780227038939208
Sentinel-2A,OLI-2,2025-07-30,47.65931457184204,9.175332499468078,20.0,0.15043157962068682,17.72872545672012,0.04803941344338432,0.03745552853224418,0.03119945889090239,0.10474400695097816,5.046305002383878,3.0769050167047634,38.26377743167982,1,Bodensee,Applied,Legacy,L2A,NASA,2025-07-30 03:08:19.751704,113.63498034954041,0.7797387491046885
Sentinel-3A,OLI-2,2025-08-02,47.65913402706471,9.175636733383737,10.0,0.11564182540725873,20.348041459393343,0.04151722223087464,0.04755488883013083,0.03517456737497577,0.060163789458875405,5.882693441152158,3.5812914975679218,12.676587308983995,1,Bodensee,None,Standard,L3,NASA,2025-08-02 21:47:54.192118,341.4743092341549,0.7300810675283217
Landsat-8,OLCI,2025-08-05,47.659222989828486,9.174892754466345,10.0,0.12342032260115839,23.388461176629594,0.050251667639882536,0.035227903879796074,0.029308909158606806,0.06575837079406392,5.251964116128853,3.205293531772143,13.72745346920504,0,Bodensee,Applied,Standard,L3,DLR,2025-08-05 10:24:17.997844,94.44089415644606,0.7284613564839385
Sentinel-3B,MSI,2025-08-07,47.659598473579294,9.175437656719737,30.0,0.17570811928445607,20.930715821001144,0.052551688788025394,0.04292903852687133,0.047311582338264366,0.10761387371831599,5.373121022343595,3.279547653876244,3.8675216438815996,1,Bodensee,Applied,Legacy,L2A,ESA,2025-08-07 22:05:06.476402,423.77983865663083,0.7083849764811982
Sentinel-2A,MSI,2025-08-10,47.658630217222104,9.175016727426733,20.0,0.1677620767919204,23.24065177616321,0.032614361156296984,0.05834875799080365,0.04219149268785345,0.10691049745541845,5.625500500947788,3.4332110252155403,19.893404390469076,1,Bodensee,Applied,Recent,L1C,EUMETSAT,2025-08-10 08:24:07.449246,266.05057636998197,0.8448602815994761
Sentinel-3A,OLI-2,2025-08-13,47.65864369245157,9.174944184453903,10.0,0.10277219892330598,24.841427007477154,0.03296083240542196,0.05979795525940825,0.029270765637651557,0.08383628840176066,6.385711475573985,3.8914428802052035,4.760281592291635,1,Bodensee,None,Legacy,L1C,ESA,2025-08-13 23:32:53.590894,405.8099111273213,0.8495843742728983
Sentinel-3A,OLI,2025-08-17,47.65820694749367,9.175507411321567,10.0,0.11399373626142714,27.903974313219845,0.05463648665795044,0.039794185789480074,0.03028772961233825,0.075085795443906,5.322173781669991,3.2559147744025894,39.538460465768736,1,Bodensee,Applied,Legacy,L2A,EUMETSAT,2025-08-17 19:54:36.555720,417.612000016202,0.7565176437528497
Sentinel-3B,OLCI,2025-08-20,47.65837066004243,9.175790229940374,10.0,0.07217054030990241,25.764163184165042,0.03694110438840554,0.0362529033084307,0.03236239438951732,0.06004065990680061,5.55160882396447,3.395355569687472,9.943237838099135,1,Bodensee,Partial,Standard,L1C,DLR,2025-08-20 22:09:39.754797,297.2148869371931,0.8166620399317456
Sentinel-3A,OLI-2,2025-08-23,47.65879851548943,9.174409136909517,20.0,0.1623482493125338,29.28092724169513,0.0377272432171381,0.04094608689483852,0.04528927952878843,0.06428174685681257,5.74498977631052,3.513016220177659,37.61718257532307,1,Bodensee,Partial,Legacy,L1C,EUMETSAT,2025-08-23 12:22:34.509186,196.0176027085268,0.7991408616848557
Landsat-8,OLI-2,2025-08-26,47.659434553865786,9.174614292652091,20.0,0.07334229838175724,27.32895560185262,0.054610893639262276,0.045036577013831444,0.02824815124936109,0.06986001339202838,5.879599432421476,3.595262050378656,23.514027071665424,1,Bodensee,None,Recent,L2A,EUMETSAT,2025-08-26 08:54:40.720971,499.7432718301708,0.7159083197683564
Sentinel-3A,MSI,2025-08-31,47.659244982210595,9.175591076302794,20.0,0.07030727070686588,30.155740113814126,0.036236488700024744,0.042298245484268644,0.02530847246320957,0.07507809180037585,5.368284071874651,3.290591158862043,20.25657708238057,1,Bodensee,None,Recent,L1C,EUMETSAT,2025-08-31 23:50:32.817130,388.8847380868664,0.8142640312619253
Sentinel-3A,OLI-2,2025-09-02,47.65928959833713,9.174438343875494,10.0,0.17097562260405016,26.728930762325255,0.04732859034797142,0.03924067328216285,0.049028583638253256,0.08039387648877233,5.62960593554335,3.4481067066270477,33.87482242313493,1,Bodensee,Partial,Legacy,L2A,DLR,2025-09-02 16:28:56.394678,226.49039036481813,0.8536747805289885
Landsat-8,OLCI,2025-09-07,47.65950087473975,9.17584284761873,30.0,0.10821987675812816,29.05532964516321,0.04758776402820116,0.04365560084736381,0.027933659691790028,0.0640175114441637,5.375779617907517,3.2972972501031315,31.456819008686008,1,Bodensee,Partial,Standard,L3,EUMETSAT,2025-09-07 10:42:18.917904,434.0120929134911,0.7317902805765588
Landsat-9,MSI,2025-09-11,47.658827716600065,9.174597324097258,30.0,0.10765947690197708,25.67964833767573,0.0515508536481583,0.0352681368484454,0.027201613729376677,0.0904698232216142,6.212195703559941,3.8000014611703774,29.786153703213824,1,Bodensee,Applied,Standard,L3,DLR,2025-09-11 05:02:18.890832,76.08545438220963,0.8117958633016639
Sentinel-3A,OLCI,2025-09-16,47.65876042761226,9.175069171832746,20.0,0.117667001963272,25.61146334440144,0.051540012366885074,0.04474771520199035,0.044202239997610124,0.06818649829208111,4.787211437965726,2.945654323544912,32.07181170343562,1,Bodensee,Partial,Standard,L2A,EUMETSAT,2025-09-16 18:20:13.150152,141.27699287612955,0.7329777598087462
